draft_id,skeleton_arguments_id,case_doc_id,input_type,model_used,generated_at,citation_index,citation,citation_normalized,citation_type,pinpoint,principle,application,binding_authority,linked_source_case_count,source_case_ids,source_case_titles,source_case_citations,citation_used_for_matching,search_id,verification_status,citation_in_linked_retrieval,citation_in_corpus_registry,match_method,match_score,matched_retrieved_case_id,matched_retrieved_case_title,explicit_source_case_id,explicit_source_case_title,matched_corpus_case_id,matched_corpus_case_title,invalid_source_case_ids,citation_identifier_conflict,manual_review_required,review_reason
cmsbr021t001104jndbjo02xo,cmsbqxnek000m04jn4kqpqi6q,ca-2024-002003-greenfields-iow-limited-v-isle-of-appellant-skeleton,real,gpt-4o-mini,2026-08-02 11:59:55.744,2,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Judicial decisions should articulate adequate reasoning reflecting consideration of all material facts.,The legal relevance is significant for recommendations regarding due process in planning decisions.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbqyu3t000v04jnza4ym1n9,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbr3045000j04l4tkps7ymp,cmsbr0keh000404l4bbqhy2a0,ca-2024-000806-hippodrome-casino-ltd-v-hmrc-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:02:13.203,1,HMRC v Volkswagen Financial Services (Case C-153/17),hmrc v volkswagen financial services case c 153 17,case_law,,Clarifies the conditions under which VAT input can be recovered via special methods.,The case assessed economic use principles applicable to businesses making mixed supplies.,binding,0,,,,HMRC v Volkswagen Financial Services (Case C-153/17),cmsbr1xgb000d04l4kki35x9j,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbr3045000j04l4tkps7ymp,cmsbr0keh000404l4bbqhy2a0,ca-2024-000806-hippodrome-casino-ltd-v-hmrc-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:02:13.203,2,St Helen’s School Northwood v RCC,st helen s school northwood v rcc,case_law,,Articulates the importance of assessing operational purposes in VAT attribution.,Utilized to inform the determination of whether standard or special methods should apply.,persuasive,0,,,,St Helen’s School Northwood v RCC,cmsbr1xgb000d04l4kki35x9j,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbr3045000j04l4tkps7ymp,cmsbr0keh000404l4bbqhy2a0,ca-2024-000806-hippodrome-casino-ltd-v-hmrc-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:02:13.203,3,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,at [45]-[47],Reinforces the obligation to provide detailed reasoning in complex tax cases.,"Advocated for thoroughness in judicial assessments, especially where VAT recoverability is concerned.",binding,1,5be7238d-b78e-4194-90ec-c036be53b377,Leeds City Council v HM Revenue and Customs,[2015] EWCA Civ 1293,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbr1xgb000d04l4kki35x9j,retrieved_id_citation_mismatch,no,no,no_match,0.0,,,5be7238d-b78e-4194-90ec-c036be53b377,Leeds City Council v HM Revenue and Customs [2015] EWCA Civ 1293,,,,no,yes,"The source ID is present in the retrieval, but it points to a record that does not match the generated citation."
cmsbr4fhb000v04l4mgwtz5x1,cmsbr0keh000404l4bbqhy2a0,ca-2024-000806-hippodrome-casino-ltd-v-hmrc-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:03:19.774,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,at [57],Adequacy of reasoning in judicial decisions is essential for ensuring transparency and accountability.,This principle applies directly to the need for comprehensive justification in tribunal decisions regarding VAT input tax recovery.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbr3gmj000p04l4jzoye2ph,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbr6p4p001704l4z7u6108h,cmsbr0keh000404l4bbqhy2a0,ca-2024-000806-hippodrome-casino-ltd-v-hmrc-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:05:05.592,1,HMRC v Volkswagen Financial Services,hmrc v volkswagen financial services,case_law,,Conditions under which departure from the standard method is permitted.,Assessment of dual-use implications in VAT recovery.,binding,0,,,,HMRC v Volkswagen Financial Services,cmsbr5rlu001104l45rnkob9p,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbracw1001r04l4az8ukhd1,cmsbr7e7h001c04l4kn40wun3,ca-2023-002207-mr-demetrios-karpasitis-v-hertfordshire-county-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:07:56.352,1,Gorringe v. Calderdale Metropolitan Borough Council,gorringe v calderdale metropolitan borough council,case_law,,The need for highway authorities to take proactive measures to ensure road safety.,This principle applies directly to the public's expectation of cycle path maintenance as it relates to the Appellant's claim.,binding,0,,,,Gorringe v. Calderdale Metropolitan Borough Council,cmsbr997n001l04l4etg0c8qb,retrieved_and_cited,yes,yes,exact_case_name,1.0,bc30491e-9ae6-48da-90d0-71d8a8069b22,Gorringe v. Calderdale Metropolitan Borough Council,,,bc30491e-9ae6-48da-90d0-71d8a8069b22,Gorringe v. Calderdale Metropolitan Borough Council,,no,no,Citation text matches a case in the linked retrieval.
cmsbracw1001r04l4az8ukhd1,cmsbr7e7h001c04l4kn40wun3,ca-2023-002207-mr-demetrios-karpasitis-v-hertfordshire-county-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:07:56.352,2,Yetkin v London Borough of Newham,yetkin v london borough of newham,case_law,,Establishes the relevancy of maintenance standards relative to public safety on highways.,Directly applicable to how signage plays into the public’s safety and awareness on cycle paths.,binding,0,,,,Yetkin v London Borough of Newham,cmsbr997n001l04l4etg0c8qb,retrieved_and_cited,yes,yes,exact_case_name,1.0,5a42b4bc-fe8f-47be-9b13-869933b2ddff,Yetkin v London Borough of Newham ([2010] EWCA Civ 776),,,5a42b4bc-fe8f-47be-9b13-869933b2ddff,Yetkin v London Borough of Newham ([2010] EWCA Civ 776),,no,no,Citation text matches a case in the linked retrieval.
cmsbrc37v001x04l4t7r77h89,cmsbr7e7h001c04l4kn40wun3,ca-2023-002207-mr-demetrios-karpasitis-v-hertfordshire-county-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:09:17.129,1,Gorringe v. Calderdale Metropolitan Borough Council [2004] 1 WLR 1057,gorringe v calderdale metropolitan borough council 2004 1 wlr 1057,case_law,,Highway authorities have a duty to take reasonable care to ensure highways are safe for all users.,Established principles regarding duties imposed on highway authorities and the extent of their obligations under maintenance standards.,binding,0,,,,Gorringe v. Calderdale Metropolitan Borough Council [2004] 1 WLR 1057,cmsbr997n001l04l4etg0c8qb,retrieved_and_cited,yes,yes,exact_case_name,1.0,bc30491e-9ae6-48da-90d0-71d8a8069b22,Gorringe v. Calderdale Metropolitan Borough Council,,,bc30491e-9ae6-48da-90d0-71d8a8069b22,Gorringe v. Calderdale Metropolitan Borough Council,,no,no,Citation text matches a case in the linked retrieval.
cmsbrc37v001x04l4t7r77h89,cmsbr7e7h001c04l4kn40wun3,ca-2023-002207-mr-demetrios-karpasitis-v-hertfordshire-county-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:09:17.129,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Courts must provide adequate reasoning for decisions.,Discusses the necessity for clear reasoning in judgments particularly where duty of care is contested.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbr997n001l04l4etg0c8qb,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbrqmhv000j04jp78i2n3gf,cmsbrohcb000404jpvqnmrx27,ca-2024-001951-ksy-juice-blends-uk-limited-v-skeleton,real,gpt-4o-mini,2026-08-02 12:20:35.297,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Adequacy of reasons in judgments,Provides guidance on the necessity of clear reasoning in upholding contractual terms.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbrpoz0000d04jp4gktumzo,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbrqmhv000j04jp78i2n3gf,cmsbrohcb000404jpvqnmrx27,ca-2024-001951-ksy-juice-blends-uk-limited-v-skeleton,real,gpt-4o-mini,2026-08-02 12:20:35.297,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Duty to give reasons,Reinforces the need for explicit reasoning regarding contract enforceability issues.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbrpoz0000d04jp4gktumzo,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbrvtc4001304jp5e4691on,cmsbru14c000o04jpyaa0uar7,2023-002546-ryanair-dac-v-jason-lutz-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:24:37.443,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,At [23],Adequacy of reasons in judgments requires courts to provide sufficient reasoning in their decisions.,The reasoning in the Employment Tribunal's decision was deemed sufficient to uphold the agency worker classification.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbrv0ui000x04jpfm1qjd05,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbrvtc4001304jp5e4691on,cmsbru14c000o04jpyaa0uar7,2023-002546-ryanair-dac-v-jason-lutz-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:24:37.443,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,At [45],Duty to provide reasons is a fundamental aspect of a fair ruling.,The Tribunal's obligation to provide adequate justification for its findings aligned with the principles established in Flannery.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbrv0ui000x04jpfm1qjd05,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbrvtc4001304jp5e4691on,cmsbru14c000o04jpyaa0uar7,2023-002546-ryanair-dac-v-jason-lutz-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:24:37.443,3,"Senior Courts Act 1981, s.35A",senior courts act 1981 s 35a,legislation_or_rule,,Statutory authority on awarding interest on debts awarded by courts.,The determination of interest applicability will be contingent upon the final ruling surrounding the agency worker classification.,binding,0,,,,"Senior Courts Act 1981, s.35A",cmsbrv0ui000x04jpfm1qjd05,not_applicable_non_case_reference,no,no,no_match,0.0,,,,,,,,no,no,Legislation or procedural rule; not tested as a case citation.
cmsbskr86000h04ji5a4thcht,cmsbsfl20000204jilg9k8ism,ca-2023-002537-storm-global-limited-v-jason-lutz-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:44:01.108,1,James v Greenwich BC [2008] IRLR 302,james v greenwich bc 2008 irlr 302,case_law,,Agency worker definition and rights.,Clarifies the conditions under which individuals are classified as agency workers.,persuasive,0,,,,James v Greenwich BC [2008] IRLR 302,cmsbsjzo7000b04ji6xjyj7y5,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbskr86000h04ji5a4thcht,cmsbsfl20000204jilg9k8ism,ca-2023-002537-storm-global-limited-v-jason-lutz-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:44:01.108,2,Uber BV v Aslam [2021] ICR 657,uber bv v aslam 2021 icr 657,case_law,,Determination of employment status in dynamic work relationships.,Examines how traditional employer-employee relationships apply to modern interpretations.,binding,0,,,,Uber BV v Aslam [2021] ICR 657,cmsbsjzo7000b04ji6xjyj7y5,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbsp3em001104ji2u62id7q,cmsbsln8v000m04jihjbo4vud,ca-2024-000624 and ca-2024-000625-the-royal-embassy-of-saudi-arabia-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:47:23.517,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,N/A,Adequacy of reasons in judgments are essential for meaningful appellate review.,Judgments should thoroughly clarify the rationale for outcomes to support further appeals.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbso1ez000v04jiujckeft7,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbsp3em001104ji2u62id7q,cmsbsln8v000m04jihjbo4vud,ca-2024-000624 and ca-2024-000625-the-royal-embassy-of-saudi-arabia-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:47:23.517,2,[2000] 1 WLR 377,2000 1 wlr 377,case_law,N/A,Expectations on judges to provide adequate reasons under general accident and common law principles.,Effective reason-giving could substantially shape the interpretations of immunity applications vis-à-vis employment claims.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbso1ez000v04jiujckeft7,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbsqcqm001d04ji3ses9ih9,cmsbsln8v000m04jihjbo4vud,ca-2024-000624 and ca-2024-000625-the-royal-embassy-of-saudi-arabia-appellant-skeleton,real,gpt-4o-mini,2026-08-02 12:48:22.269,1,Benkharbouche v Embassy of the Republic of Sudan [2017] ICR 1327,benkharbouche v embassy of the republic of sudan 2017 icr 1327,case_law,[50]-[65],Distinction between governmental and non-governmental functions relevant to claims against foreign entities.,"Applicable in determining state immunity for employment functions, particularly in the embassy context.",binding,0,,,,Benkharbouche v Embassy of the Republic of Sudan [2017] ICR 1327,cmsbsp6wa001704jitdvkybp9,retrieved_and_cited,yes,yes,exact_case_name,1.0,48a6c9aa-6aaf-46f0-a0a1-db486992f637,Benkharbouche & Anor v Embassy of the Republic of Sudan,,,48a6c9aa-6aaf-46f0-a0a1-db486992f637,Benkharbouche & Anor v Embassy of the Republic of Sudan,,no,no,Citation text matches a case in the linked retrieval.
cmsbsvvmu001x04jittsrlhz0,cmsbsrsen001i04jiiqlepl3x,ca-2024-0023525 & ca-2024-002295-modernatx-inc-v-pfizer-limited-others-respondent-skeleton,real,gpt-4o-mini,2026-08-02 12:52:40.037,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,,Judges must provide adequate reasons in their judgments.,Applicable to the necessity for clear reasoning in assessing patent validity and obviousness claims.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbsuhsv001r04jiv19ukl8u,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbszs77002304ji6ldkbjce,cmsbsrsen001i04jiiqlepl3x,ca-2024-0023525 & ca-2024-002295-modernatx-inc-v-pfizer-limited-others-respondent-skeleton,real,gpt-4o-mini,2026-08-02 12:55:42.21,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Adequacy of reasons in judgments is critical to ensure fair proceedings and proper appeals.,The requirement for clear reasoning in judicial decisions aids in establishing grounds for appeal.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbsuhsv001r04jiv19ukl8u,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbszs77002304ji6ldkbjce,cmsbsrsen001i04jiiqlepl3x,ca-2024-0023525 & ca-2024-002295-modernatx-inc-v-pfizer-limited-others-respondent-skeleton,real,gpt-4o-mini,2026-08-02 12:55:42.21,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Duty to give reasons for decisions.,Judicial decisions must clearly articulate the reasoning behind them to meet fairness standards.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbsuhsv001r04jiv19ukl8u,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbt3hfa002904ji8k6b026n,cmsbsrsen001i04jiiqlepl3x,ca-2024-0023525 & ca-2024-002295-modernatx-inc-v-pfizer-limited-others-respondent-skeleton,real,gpt-4o-mini,2026-08-02 12:58:34.869,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Adequacy of reasons in judgments,Determines whether the lower courts provided adequate reasoning for their decisions in light of the claims.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbsuhsv001r04jiv19ukl8u,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbt3hfa002904ji8k6b026n,cmsbsrsen001i04jiiqlepl3x,ca-2024-0023525 & ca-2024-002295-modernatx-inc-v-pfizer-limited-others-respondent-skeleton,real,gpt-4o-mini,2026-08-02 12:58:34.869,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Duty to give reasons,Requires that judgments should provide adequate reasons to support the findings made.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbsuhsv001r04jiv19ukl8u,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbtbxft002t04jic4baeo3l,cmsbt9u2q002e04ji2397j8fe,ca-2024-002325 & ca-2024-002295-modernatx-inc-v-pfizer-limited-others-appellant-skeleton,real,gpt-4o-mini,2026-08-02 13:05:08.872,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,,Reasons for judgments must adequately explain the decision-making process.,The reasons provided by the judge should clearly illustrate the reasoning behind the judgments related to patent claims.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbtb7sw002n04jipbuqxu0i,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmst419ew000k04ladhs06s0r,cmst3ysl5000504lad87fig4n,skeleton-args-ca2015000120-c8bbd9c0f403a8f6,synthetic,gpt-4o-mini,2026-08-14 15:36:51.942,1,Shamoon v Chief Constable of the Royal Ulster Constabulary,shamoon v chief constable of the royal ulster constabulary,case_law,at [11],Direct discrimination can be established by examining the circumstances surrounding the treatment of the employee.,Applicable here as microaggressions create an environment of perceived discrimination.,persuasive,0,,,,Shamoon v Chief Constable of the Royal Ulster Constabulary,cmst3ztkq000e04labxjacu4p,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmst419ew000k04ladhs06s0r,cmst3ysl5000504lad87fig4n,skeleton-args-ca2015000120-c8bbd9c0f403a8f6,synthetic,gpt-4o-mini,2026-08-14 15:36:51.942,2,Igen Ltd v Wong,igen ltd v wong,case_law,at [45],The burden of proof shifts to the employer when a claimant establishes a prima facie case.,Relevant to the allegations of discrimination and the Respondent’s burden of explaining performance-related dismissals.,binding,0,,,,Igen Ltd v Wong,cmst3ztkq000e04labxjacu4p,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmst45vlc000h04l7f6nlqawg,cmst42n0r000204l7soxe8xnj,skeleton-args-ca2015008373-db13b0c8e36da3c2,synthetic,gpt-4o-mini,2026-08-14 15:40:27.31,1,[2000] 1 WLR 377,2000 1 wlr 377,case_law,,Duty to provide adequate reasons for decisions in financial services contexts.,Involves ensuring clients fully understand the risks associated with financial products sold.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmst43r4x000b04l747yntyz2,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmst49zw4001104l7neqlaa0v,cmst475c6000m04l77l2dz6nu,skeleton-args-ca2024009268-0b828a88e0027426,synthetic,gpt-4o-mini,2026-08-14 15:43:39.507,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,,Adequacy of reasons in judgments.,"Clarifies what constitutes reasonable explanations in judicial determinations, impacting clarity and understanding.",binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmst47zkn000v04l7hdoa66wv,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmst49zw4001104l7neqlaa0v,cmst475c6000m04l77l2dz6nu,skeleton-args-ca2024009268-0b828a88e0027426,synthetic,gpt-4o-mini,2026-08-14 15:43:39.507,2,[2000] 1 WLR 377,2000 1 wlr 377,case_law,,Duty to give reasons.,Stipulates the necessity for judges to provide sufficient reasoning which relates directly to the obligations of solicitors in advising clients.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmst47zkn000v04l7hdoa66wv,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmst4fdgx001l04l7p4wrw7w7,cmst4aoqq001604l74y839y4f,skeleton-args-ca2025001247-4e7222cd1e12236a,synthetic,gpt-4o-mini,2026-08-14 15:47:50.383,1,Chesterton Global Ltd v Nurmohamed (2017) EWCA Civ 1050,chesterton global ltd v nurmohamed 2017 ewca civ 1050,case_law,[35-42],Test for determining protected disclosures focuses on the employee's reasonable belief in misconduct.,"In applying this principle, it must be determined if Dr. Thornton's perceptions of safety risks qualify as reasonable beliefs.",binding,0,,,,Chesterton Global Ltd v Nurmohamed (2017) EWCA Civ 1050,cmst4drgk001f04l70ut5a3k0,retrieved_and_cited,yes,yes,exact_case_name,1.0,8b6843e2-a05d-4712-8f61-9132cd4bb585,Chesterton Global Ltd & Anor v Nurmohamed & Anor,,,8b6843e2-a05d-4712-8f61-9132cd4bb585,Chesterton Global Ltd & Anor v Nurmohamed & Anor,,no,no,Citation text matches a case in the linked retrieval.
cmst4fdgx001l04l7p4wrw7w7,cmst4aoqq001604l74y839y4f,skeleton-args-ca2025001247-4e7222cd1e12236a,synthetic,gpt-4o-mini,2026-08-14 15:47:50.383,2,Royal Mail Ltd v Jhuti (2019) EWCA Civ 1632,royal mail ltd v jhuti 2019 ewca civ 1632,case_law,[49-55],The causation mechanism links disclosures to subsequent treatment by employers.,Relevant in assessing whether Dr. Thornton's dismissal was influenced by her disclosures.,binding,0,,,,Royal Mail Ltd v Jhuti (2019) EWCA Civ 1632,cmst4drgk001f04l70ut5a3k0,retrieved_case_name_citation_conflict,yes,yes,exact_case_name,1.0,384e0c8e-cdd6-4cc9-b403-66e1f4f34acd,Royal Mail Ltd v Jhuti [2017] EWCA Civ 1632,,,384e0c8e-cdd6-4cc9-b403-66e1f4f34acd,Royal Mail Ltd v Jhuti [2017] EWCA Civ 1632,,yes,yes,"The case name appears in the retrieval, but the citation identifier conflicts with the retrieved record."
cmst4kl1t000h04js7g8j67zy,cmst4gypt000204jslfhbfuuf,skeleton-args-ca2019005474-f7265b45a4e3f0ae,synthetic,gpt-4o-mini,2026-08-14 15:51:53.487,1,Phones 4U Ltd v Phone4u.co.uk Internet Ltd,phones 4u ltd v phone4u co uk internet ltd,case_law,at [45]-[47],Establishes the conditions under which registration can be refused.,Examines bad faith claims and established goodwill.,binding,1,lidl_case_id,Lidl Great Britain Ltd & Lidl Stiftung & Co KG v Tesco Stores Ltd & Tesco PLC,[2022] EWCA Civ 1433,Phones 4U Ltd v Phone4u.co.uk Internet Ltd,cmst4iu9u000b04jsb3vxyexj,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,lidl_case_id,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry. The supplied source ID is invalid.
cmst4kl1t000h04js7g8j67zy,cmst4gypt000204jslfhbfuuf,skeleton-args-ca2019005474-f7265b45a4e3f0ae,synthetic,gpt-4o-mini,2026-08-14 15:51:53.487,2,Flannery v Halifax Estate Agencies Ltd,flannery v halifax estate agencies ltd,case_law,Not applicable,Duties owed to provide reasons for actions taken in trade mark disputes.,Applicable when analyzing the Respondent’s awareness and possible malice.,persuasive,0,,,,Flannery v Halifax Estate Agencies Ltd,cmst4iu9u000b04jsb3vxyexj,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmst7uoeu00d804l5ayb3b9q8,cmst7mv8q00ct04l5l58ijl5a,skeleton-args-ca2022000651-1294462417e10289,synthetic,gpt-4o-mini,2026-08-14 17:23:43.252,1,Hedley Byrne & Co Ltd v Heller & Partners Ltd [1964],hedley byrne co ltd v heller partners ltd 1964,case_law,at 487-490,Establishes the duty of care in providing financial advice.,Applicable where a fiduciary is found to have failed in its duty to manage investments prudently.,binding,0,,,,Hedley Byrne & Co Ltd v Heller & Partners Ltd [1964],cmst7t5an00d204l5jrwmz7m1,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmst7uoeu00d804l5ayb3b9q8,cmst7mv8q00ct04l5l58ijl5a,skeleton-args-ca2022000651-1294462417e10289,synthetic,gpt-4o-mini,2026-08-14 17:23:43.252,2,Henderson v Merrett Syndicates Ltd [1995],henderson v merrett syndicates ltd 1995,case_law,,Outlines standards of liability for fiduciaries in investment management contexts.,Reinforces that fiduciaries must act within the bounds of reasonable practice under any statutory or contractual regulations.,binding,0,,,,Henderson v Merrett Syndicates Ltd [1995],cmst7t5an00d204l5jrwmz7m1,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
